ID	audio	tgt_text
446	ted_6_59.wav	Il a fallu des millions d'années à la nature pour développer l'intelligence spatiale, qui dépend de l'œil captant la lumière, projetant des images en 2D sur la rétine, et le cerveau traduisant ces données en informations en 3D.
447	ted_6_60.wav	Récemment seulement, un groupe de chercheurs de Google a réussi à développer un algorithme permettant de prendre un ensemble de photos et de les traduire dans l'espace 3D, comme les exemples que nous montrons ici.
448	ted_6_61.wav	Mon élève et nos collaborateurs ont fait un pas de plus et créé un algorithme qui prend une image en entrée et la transforme en forme 3D.
449	ted_6_63.wav	Rappelez-vous que nous avons parlé des programmes informatiques qui peuvent prendre une phrase humaine et la transformer en vidéos.
450	ted_6_64.wav	Un groupe de chercheurs de l'Université du Michigan a trouvé un moyen de traduire cette phrase en un agencement en 3D de la pièce, comme montré ici.
451	ted_6_65.wav	Et mes collègues de Stanford et leurs étudiants ont développé un algorithme qui prend une image et génère des espaces infiniment plausibles pour que les spectateurs les explorent.
452	ted_6_66.wav	Voici des prototypes de la première science émergente d'une future possibilité, dans laquelle la race humaine pourrait prendre notre monde entier et le traduire en formes numériques pour en modéliser la richesse et les nuances.
453	ted_6_67.wav	Ce que la nature a fait pour nous implicitement dans nos esprits individuels, la technologie de l'intelligence spatiale peut espérer le faire pour notre conscience collective.
454	ted_6_68.wav	Alors que le progrès de l'intelligence spatiale s'accélère, une nouvelle ère de ce cycle virtuel se déroule sous nos yeux.
455	ted_6_69.wav	Cet échange favorise l'apprentissage robotique, un élément clé pour tout système d'intelligence incarnée qui doit comprendre et interagir avec le monde en 3D.
456	ted_6_70.wav	Aujourd'hui, nous faisons de même avec les comportements et les actions pour entraîner les ordinateurs et les robots à agir dans le monde en 3D.
457	ted_6_71.wav	Mais au lieu de collecter des images statiques, nous développons des environnements de simulation alimentés par des modèles spatiaux en 3D afin que les ordinateurs aient une variété infinie de possibilités pour apprendre à agir.
458	ted_6_72.wav	Et vous ne voyez qu'un petit nombre d'exemples pour enseigner à nos robots dans un projet mené par mon laboratoire appelé Behavior.
459	ted_6_74.wav	En général, j'aimerais un peu plus pour mon sandwich, mais c'est un bon début.
460	ted_6_75.wav	Dans cet océan primordial de nos temps anciens, la capacité de voir et percevoir son environnement a déclenché l'explosion cambrienne des interactions avec d'autres formes de vie.
461	ted_6_77.wav	L'intelligence spatiale permet aux machines d'interagir non seulement entre elles, mais aussi avec les humains et avec des mondes en 3D, réels ou virtuels.
462	ted_6_78.wav	Et alors que ce futur prend forme, il aura un impact profond sur de nombreuses vies.
463	ted_6_80.wav	Au cours de la dernière décennie, mon laboratoire a été à l'avant-garde dans l'application de l'IA pour relever les défis qui affectent le résultat des patients et le burnout du personnel médical.
464	ted_6_81.wav	En collaboration avec nos collaborateurs de l'École de médecine de Stanford et des hôpitaux partenaires, nous testons des capteurs intelligents capables de détecter les cliniciens se rendant dans les chambres des patients sans se laver correctement les mains, de suivre les instruments chirurgicaux ou d'alerter les équipes de soins lorsqu'un patient est en danger physique, comme en cas de chute.
465	ted_6_82.wav	Nous considérons ces techniques comme une forme d'intelligence ambiante, comme des paires d'yeux supplémentaires qui font la différence.
466	ted_6_83.wav	Mais j'aimerais une aide plus interactive pour nos patients, cliniciens et soignants qui ont désespérément besoin d'un soutien supplémentaire.
467	ted_6_84.wav	Imaginez des robots autonomes transportant des fournitures médicales pendant que les soignants se concentrent sur nos patients, ou la réalité augmentée guidant les chirurgiens pour réaliser des opérations plus sûres, plus rapides et moins invasives.
468	ted_6_85.wav	Imaginez des patients souffrant de sévère paralysie contrôlant des robots par la pensée, oui, les ondes cérébrales, pour effectuer des tâches quotidiennes que vous et moi tenons pour acquises.
469	ted_6_86.wav	Vous apercevez un aperçu de ce futur dans cette étude pilote réalisée récemment dans mon laboratoire.
470	ted_6_87.wav	Cette étude, publiée il y a quelques années, a bouleversé un monde de ténèbres.
471	ted_6_88.wav	Cela a déclenché le processus évolutif le plus profond, le développement de l'intelligence dans le monde animal.
472	ted_6_89.wav	Les progrès époustouflants de l'IA au cours de la dernière décennie sont tout aussi stupéfiants.
473	ted_6_90.wav	Mais je pense que le plein potentiel de cette explosion numérique cambrienne ne sera pleinement réalisé que lorsque nous alimenterons nos ordinateurs et nos robots avec une intelligence spatiale, tout comme la nature l'a fait pour nous tous.
474	ted_6_91.wav	C'est un moment excitant pour enseigner à notre compagnon numérique à apprendre à raisonner et à interagir avec cet espace 3D magnifique que nous appelons notre maison, et aussi créer de nombreux autres mondes que nous pouvons tous explorer.
475	ted_6_93.wav	Cela nécessite que nous prenions des mesures réfléchies et que nous développions des technologies plaçant toujours l'humain au centre.
476	ted_6_94.wav	Mais si nous faisons cela correctement, les ordinateurs et les robots alimentés par l'intelligence spatiale ne seront pas seulement des outils utiles, mais aussi des partenaires de confiance pour améliorer et augmenter notre productivité et notre humanité tout en respectant notre dignité individuelle et en renforçant notre prospérité collective.
477	ted_6_95.wav	Ce qui m'excite le plus dans le futur, c'est un futur dans lequel l'IA devient plus perspicace, avisée et consciente de l'espace, et où elle se joint à nous dans notre quête pour toujours poursuivre un meilleur moyen de créer un monde meilleur.
