id,raw_transcription,path,lang,de
1793,"If you're not used to driving on country roads, keep your wits about you: steep grades, narrow lanes, and sharp curves predominate.",2258483735861631299.wav,en,"Wenn Sie nicht daran gewöhnt sind, auf Landstraßen zu fahren, sollten Sie aufpassen: Steigungen, schmale Fahrspuren und scharfe Kurven sind vorherrschend."
1753,"While this is often only an inaccurate stereotype, the best way to get along in Paris still is to be on your best behavior, acting like someone who is ""bien élevé"" (well brought up). It will make getting about considerably easier.",2347162438493420663.wav,en,"Obwohl dies oft nur ein ungenaues Stereotyp ist, ist der beste Weg, in Paris zurechtzukommen, immer noch, sich tadellos zu benehmen und sich wie jemand zu verhalten, der ""bien élevé"" (gut erzogen) ist. Es wird das Fortbewegen erheblich erleichtern."
1856,"Finland is a great boating destination. The ""Land of a thousand lakes"" has thousands of islands too, in the lakes and in the coastal archipelagos.",2362130555763646360.wav,en,"Finnland ist ein großartiges Reiseziel für Bootsfahrten. Das ""Land der tausend Seen"" hat auch Tausende von Inseln, in den Seen und in den Küstenarchipelen."
1818,People may not anticipate that patience and understanding are also necessary for travellers returning home.,2372674739221720006.wav,en,"Menschen erwarten vielleicht nicht, dass Geduld und Verständnis auch für Reisende, die nach Hause zurückkehren, erforderlich sind."
1820,"People now write messages on computer screens, never having to come close to a sharpener.",2381187994276969930.wav,en,"Menschen schreiben jetzt Nachrichten auf Computerbildschirmen, ohne jemals in die Nähe eines Spitzers zu kommen. "
1959,"Still, take advice from authorities, obey all signs, and pay close attention to safety warnings.",2424735714200189273.wav,en,"Dennoch sollten Sie Ratschläge von Experten einholen, alle Schilder beachten und Sicherheitswarnungen aufmerksam befolgen."
1812,"While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.",2437577605225034571.wav,en,"Während eine experimentelle Impfung dazu in der Lage zu sein scheint, die Sterblichkeit bei Ebola zu reduzieren, wurden bislang keine Medikamente eindeutig als geeignet für die Behandlung bestehender Infektionen nachgewiesen."
1719,"Severe weather is the generic term for any dangerous weather phenomenon with the potential to cause damage, serious social disruption, or loss of human life.",2462607144574975891.wav,en,"Schlechtes Wetter ist der Oberbegriff für jedes gefährliche Wetterphänomen mit dem Potenzial, Schäden, ernsthafte soziale Störungen oder Verlust von Menschenleben zu verursachen."
1932,"Five minutes into the display a wind starts rolling in, about a minute later, the wind is reaching 70km/h... then the rain comes, but so hard and so large that it slaps your skin like a needle, then hail fell from the sky, people panicking and screaming and running over each other.",246428728867349252.wav,en,"Fünf Minuten nach Beginn der Vorführung setzt plötzlich ein Wind ein, etwa eine Minute später erreicht er 70 km/h… dann beginnt es zu regnen, aber so stark und groß, dass es wie Nadelstiche auf der Haut prallt, darauf folgt Hagel, die Menschen geraten in Panik, schreien und rennen durcheinander."
1936,"Perry stated that he would ""return to Texas to assess the results of tonight's caucus, determine whether there is a path forward for myself in this race"", but later said that he would remain in the race and compete in the January 21 South Carolina primary.",2467414061703477879.wav,en,"Perry erklärte, dass er ""nach Texas zurückkehren würde, um die Ergebnisse des heutigen Caucus zu bewerten, um festzustellen, ob es einen Weg für mich in diesem Rennen gibt"", sagte jedoch später, dass er im Rennen bleiben und an der Vorwahl in South Carolina am 21. Januar teilnehmen würde."
1948,The Three Kingdoms was one of the bloodiest eras in Ancient China’s history thousands of people died fighting to sit in the highest seat in the grand palace at Xi’an.,2479496904141533095.wav,en,"Die Drei Reiche war eine der blutigsten Epochen in der Geschichte des alten Chinas, tausende Menschen starben im Kampf um den höchsten Platz im prächtigen Palast von Xi'an."
1979,The official Falklands currency is the Falkland pound (FKP) whose value is set equivalent to that of one British pound (GBP).,2497077037159179595.wav,en,"Die offizielle Währung der Falklandinseln ist das Falkland-Pfund (FKP), dessen Wert dem britischen Pfund (GBP) entspricht."
1670,"Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground,"" said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.",2508559905589212221.wav,en,"""Ihr thermisches Verhalten ist nicht so stabil wie große Höhlen auf der Erde, die oft eine ziemlich konstante Temperatur aufrechterhalten, aber es entspricht diesen tiefen Löchern im Boden"", sagte Glen Cushing vom astrogeologischen Team des United States Geological Survey (USGS) und der Northern Arizona University in Flagstaff, Arizona."
1965,"They are almost all sandy beaches with safe swimming, and most have shade provided by pohutukawa trees.",2512265253579641885.wav,en,"Sie sind fast alle Sandstrände mit sicheren Bademöglichkeiten, die meisten bieten Schatten durch Pohutukawa-Bäume."
1986,"The presence of a true “invisible team” (Larson and LaFasto, 1989, p109) is also a unique component of a virtual team.",2512373209802184926.wav,en,"Die Anwesenheit eines echten „unsichtbaren Teams“ (Larson und LaFasto, 1989, S. 109) ist auch eine einzigartige Komponente eines virtuellen Teams."
1771,"Remember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night.",2589557553267364799.wav,en,"Denken Sie daran, dass auch wenn die Musik auf den Hauptbühnen vorbei sein mag, es Bereiche des Festivals geben könnte, die bis spät in die Nacht Musik spielen werden."
1945,Casablanca is one of the least interesting places to shop in all of Morocco.,2611687111227264759.wav,en,"Casablanca ist einer der uninteressantesten Orte, um in ganz Marokko einzukaufen."
1777,"Ottawa is Canada's charming, bilingual capital and features an array of art galleries and museums that showcase Canada's past and present.",2619313403364116566.wav,en,"Ottawa ist die charmante, zweisprachige Hauptstadt Kanadas und bietet eine Vielzahl von Kunstgalerien und Museen, die die Vergangenheit und Gegenwart Kanadas präsentieren."
2008,"Other subjects on the agenda in Bali include saving the world's remaining forests, and sharing technologies to help developing nations grow in less-polluting ways.",2634994688992335656.wav,en,"Andere Themen auf der Tagesordnung in Bali sind die Rettung der verbleibenden Wälder der Welt und der Austausch von Technologien, um Entwicklungsländern zu helfen, auf weniger umweltschädliche Weise zu wachsen."
1673,"During the Revolutionary War, the thirteen states first formed a weak central government—with the Congress being its only component—under the Articles of Confederation.",2637301866626572038.wav,en,Während des Unabhängigkeitskriegs bildeten die dreizehn Staaten zunächst eine schwache Zentralregierung - mit dem Kongress als einzigem Bestandteil - gemäß den Artikeln der Konföderation.
1872,"During the struggle for independence organised by the Mau movement, a peaceful gathering in the town resulted in the killing of the paramount chief Tupua Tamasese Lealofi III.",2642023010607031328.wav,en,"Während des Unabhängigkeitskampfes, der von der Mau-Bewegung organisiert wurde, führte eine friedliche Versammlung in der Stadt zur Ermordung des obersten Häuptlings Tupua Tamasese Lealofi III."
1949,The term bug is used by entomologists in a formal sense for this group of insects.,2652155470394119415.wav,en,"Der Begriff ""Käfer"" wird von Entomologen im formellen Sinne für diese Gruppe von Insekten verwendet."
1968,"Some cruises feature Berlin, Germany in the brochures. As you can see from the map above Berlin is no where near the sea and a visit to the city is not included in the price of the cruise.",2690730742102184605.wav,en,"Einige Kreuzfahrten zeigen Berlin, Deutschland in den Broschüren. Wie Sie auf der obigen Karte sehen können, liegt Berlin nicht in der Nähe des Meeres, und ein Besuch der Stadt ist nicht im Preis der Kreuzfahrt inbegriffen."
1983,"The word civilization comes from the Latin civilis, meaning civil, related to the Latin civis, meaning citizen, and civitas, meaning city or city-state, and that also somehow defines the size of the society.",2749300928979585932.wav,en,"Das Wort Zivilisation stammt aus dem Lateinischen civilis, was zivil bedeutet und sich auf das lateinische civis, Bürger, und civitas, Stadt oder Stadtstaat, bezieht und in gewisser Weise auch die Größe der Gesellschaft definiert."
1951,"In 2002 Goma was destroyed by lava from the Nyiragongo volcano which buried most of the town’s streets, particularly the town centre.",2782797728435367637.wav,en,"Im Jahr 2002 wurde Goma von Lava des Nyiragongo-Vulkans zerstört, die die meisten Straßen der Stadt, besonders das Stadtzentrum, begrub."
1845,"In a carriage, they traveled back to Paris surrounded by a mob of people screaming and shouting threats against the King and Queen.",2784225427893440291.wav,en,"In einer Kutsche reisten sie zurück nach Paris, umgeben von einer Menschenmenge, die schrie und Drohungen gegen den König und die Königin ausstieß."
1820,"People now write messages on computer screens, never having to come close to a sharpener.",2786302614981736925.wav,en,"Menschen schreiben heutzutage Nachrichten auf Computerbildschirmen, ohne jemals in die Nähe eines Spitzers kommen zu müssen."
1972,Many people don't think about them as dinosaurs because they have feathers and can fly.,2809748946829114692.wav,en,"Viele Menschen denken nicht an sie als Dinosaurier, weil sie Federn haben und fliegen können."
1924,"Four skiers in the women's sitting group failed to finish their runs, and 45 of the 117 total skiers in the Giant Slalom failed to rank in the race.",283614893570272908.wav,en,"Vier Skifahrerinnen in der Gruppe der sitzenden Frauen konnten ihre Läufe nicht beenden, und von den insgesamt 117 Skifahrerinnen im Riesenslalom schafften es 45 nicht, sich zu platzieren."
1990,"Blogs can also help improve student writing. While students often begin their blog experience with sloppy grammar and spelling, the presence of an audience generally changes that.",2866079421585301198.wav,en,"Blogs können auch dazu beitragen, das Schreiben der Schüler zu verbessern. Obwohl Schüler oft mit schlampiger Grammatik und Rechtschreibung ihre Blog-Erfahrung beginnen, ändert sich das in der Regel durch das Vorhandensein eines Publikums."
1759,"Dr. Malar Balasubramanian, 29, was found in Blue Ash, Ohio, a suburb approximately 15 miles north of Cincinnati lying on the ground beside the road in a T-shirt and underwear in an apparently heavily medicated state.",2880067776280655708.wav,en,"Dr. Malar Balasubramanian, 29, wurde in Blue Ash, Ohio, einem Vorort etwa 15 Meilen nördlich von Cincinnati, auf dem Boden neben der Straße in einem T-Shirt und Unterwäsche in einem offensichtlich stark medizierten Zustand gefunden."
1689,"Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times.",2888426082139840822.wav,en,"Europa ist ein relativ kleiner Kontinent, aber mit vielen unabhängigen Ländern. Unter normalen Umständen würde das Reisen durch mehrere Länder bedeuten, mehrmals Visa-Anträge und Passkontrollen durchlaufen zu müssen."
1882,"Scientists hope to understand how planets form, especially how the Earth formed, since comets collided with the Earth long ago.",2919974750836990238.wav,en,"Wissenschaftler hoffen zu verstehen, wie Planeten entstehen, insbesondere wie die Erde entstand, da vor langer Zeit Kometen mit der Erde kollidierten."
1673,"During the Revolutionary War, the thirteen states first formed a weak central government—with the Congress being its only component—under the Articles of Confederation.",2939761992885557861.wav,en,Während des Unabhängigkeitskrieges bildeten die dreizehn Staaten zunächst eine schwache Zentralregierung - wobei der Kongress ihr einziges Gremium war - unter den Artikeln der Konföderation.
1714,The satellite was sent into space by a rocket. Scientists use telescopes in space because the Earth’s atmosphere distorts some of our light and view.,3005219570158977238.wav,en,"Der Satellit wurde mit einer Rakete ins All geschickt. Wissenschaftler nutzen Teleskope im Weltraum, weil die Erdatmosphäre einen Teil unseres Lichts und unserer Sicht verzerren kann."
1688,"The job of navies has traditionally been to ensure that your country maintains the ability to move your people and goods, while at the same time, interfering with your enemy's ability to move his people and goods.",3039867296204116367.wav,en,"Die Aufgabe von Marineschiffen war traditionell, sicherzustellen, dass Ihr Land in der Lage ist, Ihre Bevölkerung und Waren zu transportieren, während gleichzeitig die Fähigkeit Ihres Feindes beeinträchtigt wird, seine Bevölkerung und Waren zu bewegen."
1777,"Ottawa is Canada's charming, bilingual capital and features an array of art galleries and museums that showcase Canada's past and present.",3083929122891715513.wav,en,"Ottawa ist die bezaubernde, zweisprachige Hauptstadt Kanadas und verfügt über eine Vielzahl von Kunstgalerien und Museen, die die Vergangenheit und Gegenwart Kanadas präsentieren."
1784,"Greenland was settled sparsely. In the Norse sagas they say that Erik the Red was exiled from Iceland for murder, and when travelling further west, found Greenland and named it Greenland.",3100569628927735189.wav,en,"Grönland wurde dünn besiedelt. In den nordischen Sagas heißt es, dass Erik der Rote wegen Mordes von Island verbannt wurde und auf seiner weiteren Reise gen Westen Grönland entdeckte und es Grönland nannte."
1865,Saint Petersburg cruises include time in town. Cruise passengers are exempted from visa requirements (check the terms).,3111983050474671345.wav,en,St. Petersburg-Kreuzfahrten beinhalten Zeit in der Stadt. Kreuzfahrtpassagiere sind von Visabestimmungen befreit (bitte die Bedingungen prüfen).
1702,In just two weeks the Americans and Free French forces had liberated southern France and were turning towards Germany.,3130624662424273953.wav,en,In nur zwei Wochen hatten die Amerikaner und die Freifranzösischen Streitkräfte den Süden Frankreichs befreit und wandten sich nun Deutschland zu.
1663,"Cochamó Valley - Chile's premier climbing destination, known as the Yosemite of South America, with a variety of granite big walls and crags.",3156459702070203007.wav,en,"Cochamó-Tal - Chiles führendes Kletterziel, bekannt als das Yosemite Südamerikas, mit einer Vielzahl von Granit-Wänden und Klippen."
1982,"Women: It is recommended that any women travellers say that they are married, regardless of actual marital status.",315766676094600296.wav,en,"Frauen: Es wird empfohlen, dass alle weiblichen Reisenden angeben, verheiratet zu sein, unabhängig vom tatsächlichen Familienstand."
1710,"Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called ""non-serious.""",3160468870562283269.wav,en,"Letzte Woche gab METI bekannt, dass Apple 34 weitere Überhitzungsvorfälle gemeldet habe, die das Unternehmen als ""nicht ernsthaft"" bezeichnete."
1933,"Finally, there are many small cats (including loose pet cats) that eat the far more numerous small prey like insects, rodents, lizards, and birds.",319499985577636973.wav,en,"Schließlich gibt es viele kleine Katzen (einschließlich freilaufender Hauskatzen), die die weitaus zahlreicheren kleinen Beutetiere wie Insekten, Ratten, Eidechsen und Vögel fressen."
1863,"The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.",3195362600486929544.wav,en,"Das Zentrum der tibetischen Meditation ist die Deity Yoga. Durch die Visualisierung verschiedener Gottheiten werden die Energiekanäle gereinigt, die Chakren aktiviert und das Bewusstsein der Erleuchtung geschaffen."
1922,"There are of course Christian theological explanations for this tradition, but it may well be a pre-Christian Spring and Fertility ritual.",3208417939957005389.wav,en,"Es gibt natürlich christlich-theologische Erklärungen für diese Tradition, aber es könnte auch ein vorchristliches Frühlings- und Fruchtbarkeitsritual sein."
1676,"As with all South African National Parks, there are daily conservation and entry fees for the park.",3236057319333367673.wav,en,Wie bei allen südafrikanischen Nationalparks gibt es tägliche Erhaltungs- und Eintrittsgebühren für den Park.
1767,"This offers a good opportunity to see the Aurora borealis, as the sky will be dark more or less around the clock.",3296442401947230785.wav,en,"Dies bietet eine gute Gelegenheit, das Nordlicht zu sehen, da der Himmel mehr oder weniger rund um die Uhr dunkel sein wird."
1929,"Del Potro had the early advantage in the second set, but this too required a tie break after reaching 6-6.",3306779845046917300.wav,en,"Del Potro hatte im zweiten Satz den frühen Vorteil, doch auch hier war ein Tie-Break nach einem Stand von 6-6 erforderlich."
1672,"Be careful not to allow fabric to become too hot (which can cause shrinkage, or in extreme cases, scorch).",3337787499768294195.wav,en,"Passen Sie auf, dass der Stoff nicht zu heiß wird (was zu Schrumpfung oder in extremen Fällen Verbrennungen führen kann)."
1920,"They usually have special food, drink and entertainment offers, to keep guests in a good mood, and keep them at the premise.",3359859709812172802.wav,en,"Sie haben in der Regel spezielle Angebote für Speisen, Getränke und Unterhaltung, um die Gäste bei Laune zu halten und auf dem Gelände zu behalten."
1884,"In particular, it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly.",3362263413020550013.wav,en,"Insbesondere wird behauptet, dass man durch korrekte Interpretation von Mikroexpressionen feststellen kann, ob eine Person lügt."
1665,"The document, according to the leak, will refer to the borders dispute, which Palestine wants based on the borders before the 1967 Mideast War.",3364947814969998944.wav,en,"Das Dokument wird laut dem Leak auf den Grenzkonflikt eingehen, den Palästina auf der Grundlage der Grenzen vor dem Nahostkrieg von 1967 möchte."
1765,"Since the foundation of Asunción in 1537, Paraguay has managed to keep a lot of its indigenous character and identity.",3401231636665586110.wav,en,"Seit der Gründung von Asunción im Jahr 1537 ist es Paraguay gelungen, viel von seinem indigenen Charakter und seiner Identität zu bewahren."
1879,One can only wonder what the keyboard will become when something newer comes along.,3404855403082339212.wav,en,"Man kann nur darüber nachdenken, was aus der Tastatur wird, wenn etwas Neueres auf den Markt kommt."
1976,"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.",3474684838723877021.wav,en,Die mittelreihen Batsmen Sachin Tendulkar und Rahul Dravid spielten gut und erzielten eine Partnerschaft von hundert Runs.
1970,"We don't know for sure, but it may have had a forked tongue. Its diet included turtles, large fish, other mosasaurs, and it may even have been a cannibal.",3491234462595391279.wav,en,"Wir wissen es nicht genau, aber es könnte eine gespaltene Zunge gehabt haben. Seine Nahrung umfasste Schildkröten, große Fische, andere Mosasaurier und es könnte sogar Kannibalismus betrieben haben."
1745,"Plants look their best when in a natural environment, so resist the temptation to remove even ""just one"" specimen.",3495437884024744716.wav,en,"Pflanzen sehen am besten aus, wenn sie sich in einer natürlichen Umgebung befinden. Widerstehe also der Versuchung, auch nur ein Exemplar zu entfernen."
1977,"Prides are made up of one to three related adult males, along with as many as thirty females and cubs.",3502277023574363012.wav,en,Stolz bestehen aus ein bis drei verwandten erwachsenen Männchen sowie bis zu dreißig Weibchen und Jungtieren.
1770,"This seems sensible, because the Earth doesn't feel as if it's moving, does it?",3529855487992513201.wav,en,"Das scheint sinnvoll zu sein, denn die Erde fühlt sich nicht so an, als ob sie sich bewegen würde, oder?"
1806,"As light pollution in their heyday was not the kind of problem it is today, they are usually located in cities or at campuses, easier to reach than those built in modern times.",3560085468216752165.wav,en,"Da die Lichtverschmutzung zu ihrer Hochzeit nicht das Problem darstellte, das es heute ist, befinden sie sich normalerweise in Städten oder auf dem Campus und sind einfacher zu erreichen als solche, die in modernen Zeiten gebaut wurden."
1744,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.",3562415917464695718.wav,en,"Je kleiner die Rossby-Zahl ist, desto weniger aktiv ist der Stern in Bezug auf magnetische Umpolungen."
1869,"Its long jaws were studded with more than 70 razor-sharp teeth, along with an extra set in the roof of its mouth, meaning that there was no escape for anything that crossed its path.",3585583328394597156.wav,en,"Seine langen Kiefern waren mit mehr als 70 messerscharfen Zähnen besetzt, sowie einem zusätzlichen Satz im Gaumen, was bedeutete, dass es für alles, was seinen Weg kreuzte, kein Entkommen gab."
1841,"Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains. Very little of this world can be seen or heard from inside the cave.",3611463628224454693.wav,en,"Nichts ist zu sehen außer dem klaren, schönen Himmel über uns und den vielen umliegenden Bergen. Von innerhalb der Höhle aus kann nur sehr wenig von dieser Welt gesehen oder gehört werden."
1986,"The presence of a true “invisible team” (Larson and LaFasto, 1989, p109) is also a unique component of a virtual team.",3664511950771966320.wav,en,"Die Existenz eines wahren ""unsichtbaren Teams"" (Larson und LaFasto, 1989, S. 109) ist ebenfalls ein einzigartiger Bestandteil eines virtuellen Teams."
1926,"Accepted were Aristotle's views on all matters of science, including psychology.",3702958695101050591.wav,en,"Akzeptiert wurden Aristoteles' Ansichten zu allen wissenschaftlichen Fragen, einschließlich Psychologie."
1840,"In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.",3709475786289139797.wav,en,"In vielen anderen Städten Italiens und im Rest der Welt, insbesondere in Polen, wurden ähnliche Einrichtungen geschaffen, die von einer großen Anzahl von Menschen besucht wurden."
1964,The 25 Dunlap broadsides still known to exist are the oldest surviving copies of the document. The original handwritten copy has not survived.,3745044899208519847.wav,en,Die 25 noch bekannten Dunlap-Breitseiten sind die ältesten erhaltenen Exemplare des Dokuments. Das originale handgeschriebene Exemplar ist nicht erhalten geblieben.
1774,"On the outlying islands credit cards will probably not be accepted, although British and United States currency may be taken; check with the owners in advance to determine what is an acceptable payment method.",3793212987221322581.wav,en,"Auf den abgelegenen Inseln werden wahrscheinlich keine Kreditkarten akzeptiert, obwohl britische und US-Währung akzeptiert werden können; klären Sie im Voraus mit den Besitzern, welche Zahlungsmethoden akzeptabel sind."
2003,"To get the best views of Hong Kong, leave the island and head for the Kowloon waterfront opposite.",3794657101809943148.wav,en,"Um die besten Aussichten auf Hongkong zu bekommen, verlassen Sie die Insel und begeben Sie sich zum gegenüberliegenden Kowloon-Ufer."
1859,towards the end of the Middle Ages western Europe began to develop their own style. one of the biggest developments of the time as a result of the crusades people began to use buttons to fasten clothing.,3795099655869307739.wav,en,"Gegen Ende des Mittelalters begann Westeuropa, ihren eigenen Stil zu entwickeln. Eine der größten Entwicklungen dieser Zeit war, dass die Menschen aufgrund der Kreuzzüge begannen, Knöpfe zur Befestigung von Kleidung zu verwenden."
1842,"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.",3797667971540248320.wav,en,"Weil die Dinosaurierfedern keinen gut entwickelten Schaft (Rachis) haben, aber andere Merkmale von Federn aufweisen - Äste und Asthaken -, schlussfolgerten die Forscher, dass der Schaft wahrscheinlich eine spätere evolutionäre Entwicklung als diese anderen Merkmale war."
1887,While he was working at the hospital Liggins began to investigate premature labor during his spare time.,384435163157965470.wav,en,"Während er im Krankenhaus arbeitete, begann Liggins in seiner Freizeit mit der Untersuchung von Frühgeburten."
1830,"The ruling party, South West Africa People's Organisation (SWAPO), also retained a majority in the parliamentary elections.",3866409166763965048.wav,en,"Die regierende Partei, die South West Africa People's Organisation (SWAPO), behielt auch eine Mehrheit bei den Parlamentswahlen."
1900,"In fact, it is not easy to find at all even if one knew it existed. Once inside the cave, it is a total isolation.",3922043533653727350.wav,en,"Tatsächlich ist es nicht leicht zu finden, selbst wenn man wüsste, dass es existiert. Einmal in der Höhle, herrscht totale Isolation."
1873,"Be firm in turning down men, and don't be afraid to stand your ground (cultural differences or not, it doesn't make it ok!).",3926276660303924456.wav,en,"Lehne Männer bestimmt ab und scheue nicht davor zurück, deinen Standpunkt zu vertreten (kulturelle Unterschiede hin oder her, das rechtfertigt kein respektloses Verhalten!)."
1735,"Researchers from Princeton University in the United States and Uppsala University in Sweden reported the new species evolved in just two generations, though this process had been believed to take much longer, due to breeding between an endemic Darwin finch, Geospiza fortes, and the immigrant cactus finch, Geospiza conirostris.",3927163358777802368.wav,en,"Forscher der Princeton University in den USA und der Universität Uppsala in Schweden berichteten, dass die neue Spezies sich in nur zwei Generationen entwickelt hat, obwohl man bisher annahm, dass dieser Prozess viel länger dauert, aufgrund der Kreuzung zwischen einem endemischen Darwin Finken, Geospiza fortis, und dem eingewanderten Kaktusfinken, Geospiza conirostris."
1725,"ASUS Eee PC, earlier launched world-wide for cost-saving and functionality factors, became a hot topic in 2007 Taipei IT Month.",394135166243682296.wav,en,"Das ASUS Eee PC, der zuvor weltweit aus Kostengründen und funktionalen Aspekten eingeführt wurde, wurde zum heißen Thema der Taipei IT Month 2007."
1868,"At the other end of the spectrum, one morphs into an unrecognizable individual that feels he or she must change everything the team has been doing and make it their own.",3945532745541195136.wav,en,"Am anderen Ende des Spektrums verwandelt sich jemand in eine unerkennbare Person, die glaubt, dass er oder sie alles ändern muss, was das Team getan hat, und es zu seinem eigenen machen muss."
1981,If you only go ashore using shipboard excursions you will not need a separate visa (as of 2009).,3986128848664857815.wav,en,"Wenn Sie nur mit organisierten Landausflügen an Land gehen, benötigen Sie kein separates Visum (ab 2009)."
1942,"We make our houses from plants and make clothes from plants. Most foods that we eat are plants. Without plants, animals could not survive.",3996353344156412065.wav,en,"Wir bauen unsere Häuser aus Pflanzen und machen Kleidung aus Pflanzen. Die meisten Lebensmittel, die wir essen, sind Pflanzen. Ohne Pflanzen könnten Tiere nicht überleben."
1918,The Sundarbans has been declared a UNESCO World Heritage Site. The part of the forest within Indian territory is called Sundarbans National Park.,4027984920362132391.wav,en,Die Sundarbans wurden zum UNESCO-Welterbe erklärt. Der Teil des Waldes innerhalb des indischen Gebiets wird Sundarbans-Nationalpark genannt.
1925,"The work done was mostly theoretical, but the program was written to simulate observations made of the Sagittarius galaxy.",4041283782469778574.wav,en,"Die durchgeführte Arbeit war größtenteils theoretisch, aber das Programm wurde geschrieben, um Beobachtungen der Sagittarius-Galaxie zu simulieren."
1955,"MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord and the optic nerve.",4060670580459188209.wav,en,"MS ist eine Krankheit, die das zentrale Nervensystem betrifft, das aus dem Gehirn, dem Rückenmark und dem Sehnerv besteht."
1857,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""",4103166808026076685.wav,en,"Er fügte hinzu, dass sie jedoch nicht gebeten werden sollten, Verpflichtungen zu übernehmen, die über ihren Entwicklungsstand, ihre Verantwortung und Fähigkeiten hinausgehen."
1965,"They are almost all sandy beaches with safe swimming, and most have shade provided by pohutukawa trees.",4130846879604713113.wav,en,"Sie sind fast alle Sandstrände mit sicheren Badebedingungen, und die meisten werden durch Pohutukawa-Bäume Schatten spendende."
1840,"In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.",4168260504174612795.wav,en,"In vielen anderen Städten Italiens und auf der ganzen Welt, insbesondere in Polen, wurden ähnliche Einrichtungen geschaffen, die von vielen Menschen besucht wurden."
1814,Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).,4171508807010088989.wav,en,"Wasserstoffionen sind Protonen, denen ihre Elektronen abgezogen wurden (da Wasserstoffatome aus einem Proton und einem Elektron bestehen)."
1905,"The capital of Moldova is Chişinău. The local language is Romanian, but Russian is widely used.",4186976662250569146.wav,en,"Die Hauptstadt von Moldawien ist Chişinău. Die lokale Sprache ist Rumänisch, aber Russisch wird weit verbreitet verwendet."
1959,"Still, take advice from authorities, obey all signs, and pay close attention to safety warnings.",4257743601527484794.wav,en,"Dennoch sollten Sie Ratschläge von Behörden annehmen, alle Schilder beachten und Sicherheitswarnungen genau befolgen."
1766,Some atoms have unstable nuclei which means that they tend to break apart with little or no nudging.,4312337355143990691.wav,en,"Einige Atome haben instabile Kerne, was bedeutet, dass sie dazu neigen, sich leicht oder ohne äußeren Einfluss zu zerlegen."
1768,Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared.,4329375098749636027.wav,en,"Die meisten Gebäude an den Rändern des Komplexes wurden umgebaut, um den Touristen eine bessere Vorstellung davon zu geben, wie sie ursprünglich aussahen."
1908,This is an important way to distinguish between some verbs and objects.,4332544138278608734.wav,en,"Das ist eine wichtige Möglichkeit, um zwischen einigen Verben und Objekten zu unterscheiden."
1891,"Lakkha Singh presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.",4439398069046383836.wav,en,Lakkha Singh präsentierte auch den Chhappan Bhog Bhajan. Der Sänger Raju Khandelwal begleitete ihn.
1753,"While this is often only an inaccurate stereotype, the best way to get along in Paris still is to be on your best behavior, acting like someone who is ""bien élevé"" (well brought up). It will make getting about considerably easier.",4446007980468141561.wav,en,"Obwohl dies oft nur ein ungenauer Stereotyp ist, ist der beste Weg, um in Paris zurechtzukommen, immer noch, sich vorbildlich zu verhalten und sich wie jemand ""bien élevé"" zu benehmen. Das wird das Vorankommen erheblich erleichtern."
1793,"If you're not used to driving on country roads, keep your wits about you: steep grades, narrow lanes, and sharp curves predominate.",4491697341889976683.wav,en,"Wenn Sie es nicht gewohnt sind, auf Landstraßen zu fahren, halten Sie die Augen offen: Steile Anstiege, enge Spuren und scharfe Kurven dominieren."
1684,"Apia is the capital of Samoa. The town is on the island of Upolu and has a population of just under 40,000.",4496786334735634498.wav,en,Apia ist die Hauptstadt von Samoa. Die Stadt liegt auf der Insel Upolu und hat eine Bevölkerung von knapp unter 40.000.
